X_test_index,quantile,pl_mass_pred,pl_rade_pred,pl_mass,pl_rade,pl_radeerr,pl_mass_pred_recal,pl_rade_pred_recal,mass_q90,radius_q90,mass_q10,radius_q10,p_mass,p_radius
1807,0.1,34.809,6.64264,42.41,5.357748904533205,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,42.41,5.357748904533205
1537,0.1,101.336,10.27194459416307,317.0,12.513650406304334,3.87737,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,12.513650406304334
2116,0.1,9.39,3.00633,17.98,4.117212237770862,0.225116,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,17.98,4.117212237770862
224,0.1,95.494,11.432086853,317.0,13.173546141287972,0.723462,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,13.173546141287972
1965,0.1,317.0,15.9327,317.0,16.474497084352556,0.761267,1.0,,1.0,,1.0,,317.0,16.474497084352556
2131,0.1,7.36,2.62025,8.39,-1.502430869008731,3.3757446,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,8.39,-1.502430869008731
353,0.1,34.66,6.614945586,52.6,7.832917704475197,0.49569,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,52.6,7.832917704475197
825,0.1,52.81,8.920508561,69.72,9.190324866882149,0.4877107,0.031189083820662766,,1.0,,0.031189083820662766,,69.72,9.190324866882149
655,0.1,115.74,10.27194459416307,317.0,0.0761271664501208,17.500204,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,0.0761271664501208
156,0.1,77.055,10.27194459416307,89.22,10.609125626184778,0.569524,0.031189083820662766,,1.0,,0.031189083820662766,,89.22,10.609125626184778
1455,0.1,25.06,8.84136,317.0,12.134011805337488,5.80639,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,12.134011805337488
1042,0.1,40.31,7.11712,68.11,0.1840830410349223,7.4107375,0.031189083820662766,,1.0,,0.031189083820662766,,68.11,0.1840830410349223
135,0.1,4.271000000000001,1.8709283515,5.72,2.122454951361864,0.10260336,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,5.72,2.122454951361864
980,0.1,10.12,3.16777,15.91,3.693976790155681,0.335822,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,15.91,3.693976790155681
1721,0.1,77.23,10.27194459416307,317.0,11.724638661094048,2.76607,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,11.724638661094048
1519,0.1,104.863,12.364606026,74.98,9.565133606179868,0.516223,0.05660377358490566,,1.0,,0.05660377358490566,,74.98,9.565133606179868
1742,0.1,50.41,8.64837,111.48,11.893228343487836,0.81356364,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,111.48,11.893228343487836
2345,0.1,111.951,10.27194459416307,317.0,13.81747026944105,0.920548,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,13.81747026944105
182,0.1,20.7,4.804545841,44.78,5.586878904533205,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,44.78,5.586878904533205
1213,0.1,2.52,1.39527,3.62,1.5471177064781134,0.136516,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,3.62,1.5471177064781134
465,0.1,4.38,1.93236572,5.26,1.981098945276813,0.134377,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,5.26,1.981098945276813
1717,0.1,317.0,15.289158419,317.0,16.980668904533207,1.5610227081394588,1.0,,1.0,,1.0,,317.0,16.980668904533207
1824,0.1,317.0,14.796556906,317.0,16.360612711579915,2.06249,1.0,,1.0,,1.0,,317.0,16.360612711579915
933,0.1,1.31,1.0883,1.77,0.8374215010193564,0.2699512,0.031189083820662766,,0.9473684210526315,,0.031189083820662766,,1.77,0.8374215010193564
1759,0.1,80.54800000000002,10.27194459416307,130.18,12.812484702765683,1.08284,0.031189083820662766,,1.0,,0.031189083820662766,,130.18,12.812484702765683
1210,0.1,5.36,2.1898370000000007,9.03,2.354425287186788,0.469302,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,9.03,2.354425287186788
1900,0.1,3.9,1.79105,5.43,-0.0079665077676369,1.712195,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,5.43,-0.0079665077676369
2103,0.1,74.5,10.223,86.01,10.013345601156972,0.873749,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,86.01,10.013345601156972
1119,0.1,16.859,4.154955421,23.35,4.773246629480079,0.301122,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,23.35,4.773246629480079
148,0.1,2.8020000000000005,1.5002,4.1,1.6635056001143895,0.14205,0.031189083820662766,,0.9565217391304348,,0.031189083820662766,,4.1,1.6635056001143895
2201,0.1,3.02,1.5540618533000004,6.98,0.9577069667116838,1.2296988,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,6.98,0.9577069667116838
703,0.1,48.58,7.991474000000001,61.52,8.562361659651048,0.407653,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,61.52,8.562361659651048
1841,0.1,100.58,11.4232,116.12,12.32603918044912,0.7206731,0.05660377358490566,,1.0,,0.05660377358490566,,116.12,12.32603918044912
898,0.1,86.63,11.02885784,109.92,10.060013252357916,2.14567,0.031189083820662766,,1.0,,0.031189083820662766,,109.92,10.060013252357916
1326,0.1,4.4,1.9424529,6.69,2.230662246833286,0.187677,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,6.69,2.230662246833286
1729,0.1,86.64,10.42355,317.0,13.717428084021158,0.68686056,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,13.717428084021158
1932,0.1,47.91,8.64247,50.04,8.271413498696276,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,50.04,8.271413498696276
70,0.1,27.63,5.95763,39.81,6.386445714471935,0.52485925,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,39.81,6.386445714471935
2130,0.1,64.123,9.43898,89.82,10.655787912008334,0.545364,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,89.82,10.655787912008334
1504,0.1,317.0,15.30583607,317.0,20.550283746024444,1.0965389,1.0,,1.0,,1.0,,317.0,20.550283746024444
2376,0.1,68.76,10.27194459416307,70.64,7.011159812058615,2.22858,0.031189083820662766,,1.0,,0.031189083820662766,,70.64,7.011159812058615
2212,0.1,87.45,11.37540568,317.0,15.678617255442296,1.04536,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,15.678617255442296
1265,0.1,100.58,11.857124,112.59,12.144572914313889,0.67610633,0.05660377358490566,,1.0,,0.05660377358490566,,112.59,12.144572914313889
1931,0.1,317.0,15.25476917,317.0,16.705722450856676,1.1472291,1.0,,1.0,,1.0,,317.0,16.705722450856676
2178,0.1,7.0,2.5444144448,7.06,2.300055553347513,0.190702,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,7.06,2.300055553347513
2140,0.1,51.37,8.64837,79.16,9.63506864936956,0.714627,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,79.16,9.63506864936956
2164,0.1,80.06,10.27194459416307,317.0,14.919831750885136,0.902475,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,14.919831750885136
57,0.1,0.81,0.949185781,1.65,1.0312365091135136,0.097689,0.031189083820662766,,0.9473684210526315,,0.031189083820662766,,1.65,1.0312365091135136
330,0.1,7.0,2.467289,8.66,1.4102354371373675,1.1454114,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,8.66,1.4102354371373675
1881,0.1,72.87,10.0826,111.85,11.814113765466608,0.899836,0.031189083820662766,,1.0,,0.031189083820662766,,111.85,11.814113765466608
789,0.1,3.49,1.6884129898,14.11,-1.2268864095249263,3.9494371,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,14.11,-1.2268864095249263
1420,0.1,35.65,6.69058,317.0,13.696768904533204,1.5610227081394588,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,13.696768904533204
1633,0.1,30.66,6.83767,35.9,8.271413498696276,1.5610227081394588,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,35.9,8.271413498696276
518,0.1,116.75,10.27194459416307,317.0,24.43536061617452,0.272669,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,24.43536061617452
1476,0.1,99.261,10.989831653,317.0,-0.5448895791589976,15.441661,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,-0.5448895791589976
1903,0.1,317.0,14.5958,317.0,19.25373545504988,1.272273,1.0,,1.0,,1.0,,317.0,19.25373545504988
1334,0.1,1.95,1.20704,3.26,1.4656218494143884,0.1211116,0.031189083820662766,,0.9565217391304348,,0.031189083820662766,,3.26,1.4656218494143884
1568,0.1,118.92,12.56291,317.0,19.639113376528435,1.04786,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,19.639113376528435
320,0.1,2.34,1.333742478,8.5,2.675109149415964,0.1337324,0.031189083820662766,,0.9565217391304348,,0.031189083820662766,,8.5,2.675109149415964
1866,0.1,2.39,1.351360634,7.07,1.994848430534427,0.43741205,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,7.07,1.994848430534427
1912,0.1,4.04,1.83776,3.1,0.8938812404525373,0.5293573,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,3.1,0.8938812404525373
314,0.1,7.88,2.432614,18.05,1.626127807904644,0.6369,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,18.05,1.626127807904644
757,0.1,7.52,1.947951,317.0,0.1077207969917652,1.250816,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,0.1077207969917652
1239,0.1,23.03700000000001,5.374472103,62.53,6.554304380408816,2.0725,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,62.53,6.554304380408816
1043,0.1,19.450000000000003,4.6246993272,24.41,4.9511829963272,0.268196,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,24.41,4.9511829963272
1361,0.1,9.13,2.98877,19.82,4.309750070813785,0.282353,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,19.82,4.309750070813785
543,0.1,3.93,1.6416543964000003,7.25,2.341974371128156,0.191928,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,7.25,2.341974371128156
2000,0.1,6.12,2.33576,8.27,1.6282116466175307,0.9141595,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,8.27,1.6282116466175307
443,0.1,3.07,1.609049,6.58,2.064979802641965,0.252569,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,6.58,2.064979802641965
567,0.1,98.09,11.7215,317.0,21.081618846620344,1.48982,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,21.081618846620344
2252,0.1,76.583,10.3670919,101.85,11.12429293685661,0.89079314,0.031189083820662766,,1.0,,0.031189083820662766,,101.85,11.12429293685661
634,0.1,9.59,3.16777,16.5,1.448454258915529,2.1508167,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,16.5,1.448454258915529
795,0.1,4.75,2.02143,7.19,1.5506592045005798,0.80342484,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,7.19,1.5506592045005798
1487,0.1,13.55,3.74263,30.6,4.6552989145947175,1.10307,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,30.6,4.6552989145947175
2440,0.1,68.76,10.27194459416307,109.94,9.813625007520256,2.3534684,0.031189083820662766,,1.0,,0.031189083820662766,,109.94,9.813625007520256
1399,0.1,2.79,1.477775413,7.43,2.440098686624443,0.14746214,0.031189083820662766,,0.9565217391304348,,0.031189083820662766,,7.43,2.440098686624443
1146,0.1,10.1,3.20773,20.75,3.77630644627001,0.80754805,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,20.75,3.77630644627001
1231,0.1,38.38,6.908775166,59.85,8.08874523658722,0.695996,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,59.85,8.08874523658722
2337,0.1,119.094,13.22366376,317.0,14.180263212563668,0.88988096,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,14.180263212563668
1853,0.1,3.73,1.674180322,5.36,1.91029464430306,0.20325,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,5.36,1.91029464430306
1567,0.1,60.85,9.09747,94.44,11.012742242658518,0.566858,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,94.44,11.012742242658518
1235,0.1,56.57,8.658598,99.95,11.325629221587874,0.58185,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,99.95,11.325629221587874
1662,0.1,87.05,10.27194459416307,107.69,8.271413498696276,1.5610227081394588,0.031189083820662766,,1.0,,0.031189083820662766,,107.69,8.271413498696276
1812,0.1,78.07600000000001,10.27194459416307,100.16,11.42297527722595,0.538039,0.031189083820662766,,1.0,,0.031189083820662766,,100.16,11.42297527722595
2232,0.1,12.379,3.74642,26.92,4.996429322955944,0.467629,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,26.92,4.996429322955944
1651,0.1,29.29,6.0323,40.44,6.615301500908263,0.405796,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,40.44,6.615301500908263
1114,0.1,7.58,2.65245,7.93,2.527834672854428,0.16585,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,7.93,2.527834672854428
2014,0.1,48.11,7.88895,73.91,9.470808748218916,0.5360378,0.031189083820662766,,1.0,,0.031189083820662766,,73.91,9.470808748218916
69,0.1,2.42,1.35917743,7.65,1.776540796293823,0.70166904,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,7.65,1.776540796293823
2220,0.1,67.24,9.437539,106.52,11.49448845097712,0.903055,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,106.52,11.49448845097712
361,0.1,37.49,8.737516000000001,317.0,9.732162485122116,5.27668,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,9.732162485122116
2032,0.1,12.477,3.59995,19.77,4.147018253520249,0.42444,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,19.77,4.147018253520249
478,0.1,105.3,12.3972,317.0,13.827148473845314,0.63955903,0.05660377358490566,,1.0,,0.05660377358490566,,317.0,13.827148473845314
132,0.1,90.55,11.31903,108.69,11.99199113649355,0.5870171,0.031189083820662766,,1.0,,0.031189083820662766,,108.69,11.99199113649355
453,0.1,6.06,2.3352,9.42,-0.5780904063156922,2.776967,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,9.42,-0.5780904063156922
192,0.1,1.31,1.0883,3.82,1.651149072934138,0.0938401,0.031189083820662766,,0.9473684210526315,,0.031189083820662766,,3.82,1.651149072934138
14,0.1,65.473,9.39924,78.84,10.287886395065293,0.20499046,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,78.84,10.287886395065293
2218,0.1,81.13,10.46251622,110.34,11.43228326131787,1.1121958,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,110.34,11.43228326131787
1283,0.1,71.54,9.98401,89.31,10.540744493744848,0.650895,0.031189083820662766,,1.0,,0.031189083820662766,,89.31,10.540744493744848
938,0.1,4.881000000000001,2.049240268,12.03,2.6188515308819733,0.6816561,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,12.03,2.6188515308819733
743,0.1,317.0,14.91382302,317.0,24.07119796695137,2.70516,1.0,,1.0,,1.0,,317.0,24.07119796695137
41,0.1,100.869,12.12752552,125.8,13.09942752097217,0.61632216,0.05660377358490566,,1.0,,0.05660377358490566,,125.8,13.09942752097217
905,0.1,92.53900000000002,11.4232,317.0,16.911623140080824,5.63409,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,16.911623140080824
1355,0.1,82.165,10.4171,317.0,13.504554122317469,0.734302,0.031189083820662766,,1.0,,0.031189083820662766,,317.0,13.504554122317469
1713,0.1,91.859,11.54257023,122.53,12.53239503946822,0.895715,0.031189083820662766,,1.0,,0.031189083820662766,,122.53,12.53239503946822
2264,0.1,44.95,8.009527,79.72,9.601857865229077,0.805931,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,79.72,9.601857865229077
1511,0.1,68.66,9.890864,91.8,10.745027357630503,0.6243,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,91.8,10.745027357630503
651,0.1,2.54,1.398886601,4.77,1.5503861960828689,0.57323,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,4.77,1.5503861960828689
918,0.1,1.34,1.09621,3.21,1.4343693441634424,0.129531,0.031189083820662766,,0.9473684210526315,,0.031189083820662766,,3.21,1.4343693441634424
1539,0.1,12.112,3.54656,20.48,2.4040897382251027,1.8493468,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,20.48,2.4040897382251027
2132,0.1,26.06,5.500802721,38.51,5.309105908904327,1.2588531,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,38.51,5.309105908904327
883,0.1,14.53,4.06597,51.4,7.552109657803933,0.523202,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,51.4,7.552109657803933
1724,0.1,92.854,10.27194459416307,129.18,11.24979733134562,2.25235,0.031189083820662766,,1.0,,0.031189083820662766,,129.18,11.24979733134562
1741,0.1,72.87,10.0826,116.03,11.268368904533204,1.5610227081394588,0.031189083820662766,,1.0,,0.031189083820662766,,116.03,11.268368904533204
547,0.1,81.8,10.489654532,126.47,12.99795425183223,0.7286332,0.031189083820662766,,1.0,,0.031189083820662766,,126.47,12.99795425183223
2247,0.1,317.0,14.7463,317.0,14.08982409926318,0.9159476,1.0,,1.0,,1.0,,317.0,14.08982409926318
2062,0.1,10.373000000000005,3.2079790000000004,15.48,3.660111967563181,0.310778,0.031189083820662766,,0.9732441471571907,,0.031189083820662766,,15.48,3.660111967563181
